start	end	num_kmers	mutationrate	Human	Archaic	posterior_state	viterbi_state
63824000	63826000	0	1.56025	1.0	0.0	Human	Human
63826000	63828000	0	1.56025	1.0	0.0	Human	Human
63828000	63830000	0	1.56025	1.0	0.0	Human	Human
63830000	63832000	0	1.56025	1.0	0.0	Human	Human
63832000	63834000	0	1.56025	1.0	0.0	Human	Human
63834000	63836000	0	1.56025	1.0	0.0	Human	Human
63836000	63838000	0	1.56025	1.0	0.0	Human	Human
63838000	63840000	0	1.56025	1.0	0.0	Human	Human
63840000	63842000	0	1.56025	1.0	0.0	Human	Human
63842000	63844000	0	1.56025	1.0	0.0	Human	Human
63844000	63846000	0	1.56025	1.0	0.0	Human	Human
63846000	63848000	0	1.56025	1.0	0.0	Human	Human
63848000	63850000	0	1.56025	1.0	0.0	Human	Human
63850000	63852000	0	1.56025	1.0	0.0	Human	Human
63852000	63854000	0	1.56025	1.0	0.0	Human	Human
63854000	63856000	0	1.56025	1.0	0.0	Human	Human
63856000	63858000	0	1.56025	1.0	0.0	Human	Human
63858000	63860000	0	1.56025	1.0	0.0	Human	Human
63860000	63862000	0	1.56025	1.0	0.0	Human	Human
63862000	63864000	0	1.56025	1.0	0.0	Human	Human
63864000	63866000	0	1.56025	1.0	0.0	Human	Human
63866000	63868000	0	1.56025	1.0	0.0	Human	Human
63868000	63870000	0	1.56025	1.0	0.0	Human	Human
63870000	63872000	0	1.56025	1.0	0.0	Human	Human
63872000	63874000	0	1.56025	1.0	0.0	Human	Human
63874000	63876000	0	1.56025	1.0	0.0	Human	Human
63876000	63878000	0	1.56025	1.0	0.0	Human	Human
63878000	63880000	0	1.56025	1.0	0.0	Human	Human
63880000	63882000	0	1.56025	1.0	0.0	Human	Human
63882000	63884000	0	1.56025	1.0	0.0	Human	Human
63884000	63886000	0	1.56025	1.0	0.0	Human	Human
63886000	63888000	0	1.56025	1.0	0.0	Human	Human
63888000	63890000	0	1.56025	1.0	0.0	Human	Human
63890000	63892000	0	1.56025	1.0	0.0	Human	Human
63892000	63894000	0	1.56025	1.0	0.0	Human	Human
63894000	63896000	0	1.56025	1.0	0.0	Human	Human
63896000	63898000	0	1.56025	1.0	0.0	Human	Human
63898000	63900000	0	1.56025	1.0	0.0	Human	Human
63900000	63902000	0	1.56025	1.0	0.0	Human	Human
63902000	63904000	0	1.56025	1.0	0.0	Human	Human
63904000	63906000	0	1.56025	1.0	0.0	Human	Human
63906000	63908000	0	1.56025	1.0	0.0	Human	Human
63908000	63910000	0	1.56025	1.0	0.0	Human	Human
63910000	63912000	0	1.56025	1.0	0.0	Human	Human
63912000	63914000	0	1.56025	1.0	0.0	Human	Human
63914000	63916000	0	1.56025	1.0	0.0	Human	Human
63916000	63918000	0	1.56025	1.0	0.0	Human	Human
63918000	63920000	0	1.56025	1.0	0.0	Human	Human
63920000	63922000	0	1.56025	1.0	0.0	Human	Human
63922000	63924000	0	1.56025	1.0	0.0	Human	Human
63924000	63926000	0	1.56025	1.0	0.0	Human	Human
63926000	63928000	0	1.56025	1.0	0.0	Human	Human
63928000	63930000	0	1.56025	1.0	0.0	Human	Human
63930000	63932000	0	1.56025	1.0	0.0	Human	Human
63932000	63934000	0	1.56025	1.0	0.0	Human	Human
63934000	63936000	0	1.56025	1.0	0.0	Human	Human
63936000	63938000	0	1.56025	1.0	0.0	Human	Human
63938000	63940000	0	1.56025	1.0	0.0	Human	Human
63940000	63942000	0	1.56025	1.0	0.0	Human	Human
63942000	63944000	0	1.56025	1.0	0.0	Human	Human
63944000	63946000	0	1.56025	1.0	0.0	Human	Human
63946000	63948000	0	1.56025	1.0	0.0	Human	Human
63948000	63950000	0	1.56025	1.0	0.0	Human	Human
63950000	63952000	0	1.56025	1.0	0.0	Human	Human
63952000	63954000	0	1.56025	1.0	0.0	Human	Human
63954000	63956000	0	1.56025	1.0	0.0	Human	Human
63956000	63958000	0	1.56025	1.0	0.0	Human	Human
63958000	63960000	0	1.56025	1.0	0.0	Human	Human
63960000	63962000	0	1.56025	1.0	0.0	Human	Human
63962000	63964000	0	1.56025	1.0	0.0	Human	Human
63964000	63966000	0	1.56025	1.0	0.0	Human	Human
63966000	63968000	0	1.56025	1.0	0.0	Human	Human
63968000	63970000	0	1.56025	1.0	0.0	Human	Human
63970000	63972000	1	1.56025	1.0	0.0	Human	Human
63972000	63974000	1	1.56025	1.0	0.0	Human	Human
63974000	63976000	0	1.56025	1.0	0.0	Human	Human
63976000	63978000	0	1.56025	1.0	0.0	Human	Human
63978000	63980000	0	1.56025	1.0	0.0	Human	Human
63980000	63982000	0	1.56025	1.0	0.0	Human	Human
63982000	63984000	0	1.56025	1.0	0.0	Human	Human
63984000	63986000	6	1.56025	0.9693	0.0307	Human	Human
63986000	63988000	0	1.56025	1.0	0.0	Human	Human
63988000	63990000	0	1.56025	1.0	0.0	Human	Human
63990000	63992000	0	1.56025	1.0	0.0	Human	Human
63992000	63994000	0	1.56025	1.0	0.0	Human	Human
63994000	63996000	41	1.56025	0.0	1.0	Archaic	Archaic
63996000	63998000	0	1.56025	1.0	0.0	Human	Human
63998000	64000000	22	1.56025	0.0	1.0	Archaic	Archaic
64000000	64002000	0	0.78974	1.0	0.0	Human	Human
64002000	64004000	0	0.78974	1.0	0.0	Human	Human
64004000	64006000	18	0.78974	0.0	1.0	Archaic	Archaic
64006000	64008000	0	0.78974	1.0	0.0	Human	Human
64008000	64010000	0	0.78974	1.0	0.0	Human	Human
64010000	64012000	0	0.78974	1.0	0.0	Human	Human
64012000	64014000	0	0.78974	1.0	0.0	Human	Human
64014000	64016000	0	0.78974	1.0	0.0	Human	Human
64016000	64018000	0	0.78974	1.0	0.0	Human	Human
64018000	64020000	0	0.78974	1.0	0.0	Human	Human
64020000	64022000	0	0.78974	1.0	0.0	Human	Human
64022000	64024000	0	0.78974	1.0	0.0	Human	Human
64024000	64026000	0	0.78974	1.0	0.0	Human	Human
64026000	64028000	0	0.78974	1.0	0.0	Human	Human
64028000	64030000	0	0.78974	1.0	0.0	Human	Human
64030000	64032000	0	0.78974	1.0	0.0	Human	Human
64032000	64034000	0	0.78974	1.0	0.0	Human	Human
64034000	64036000	0	0.78974	1.0	0.0	Human	Human
64036000	64038000	0	0.78974	1.0	0.0	Human	Human
64038000	64040000	0	0.78974	1.0	0.0	Human	Human
64040000	64042000	0	0.78974	1.0	0.0	Human	Human
64042000	64044000	0	0.78974	1.0	0.0	Human	Human
64044000	64046000	0	0.78974	1.0	0.0	Human	Human
64046000	64048000	0	0.78974	1.0	0.0	Human	Human
64048000	64050000	0	0.78974	1.0	0.0	Human	Human
64050000	64052000	0	0.78974	1.0	0.0	Human	Human
64052000	64054000	0	0.78974	1.0	0.0	Human	Human
64054000	64056000	0	0.78974	1.0	0.0	Human	Human
64056000	64058000	0	0.78974	1.0	0.0	Human	Human
64058000	64060000	0	0.78974	1.0	0.0	Human	Human
64060000	64062000	0	0.78974	1.0	0.0	Human	Human
64062000	64064000	0	0.78974	1.0	0.0	Human	Human
64064000	64066000	0	0.78974	1.0	0.0	Human	Human
64066000	64068000	0	0.78974	1.0	0.0	Human	Human
64068000	64070000	0	0.78974	1.0	0.0	Human	Human
64070000	64072000	0	0.78974	1.0	0.0	Human	Human
64072000	64074000	0	0.78974	1.0	0.0	Human	Human
64074000	64076000	0	0.78974	1.0	0.0	Human	Human
64076000	64078000	0	0.78974	1.0	0.0	Human	Human
64078000	64080000	0	0.78974	1.0	0.0	Human	Human
64080000	64082000	0	0.78974	1.0	0.0	Human	Human
64082000	64084000	0	0.78974	1.0	0.0	Human	Human
64084000	64086000	0	0.78974	1.0	0.0	Human	Human
64086000	64088000	0	0.78974	1.0	0.0	Human	Human
64088000	64090000	0	0.78974	1.0	0.0	Human	Human
64090000	64092000	0	0.78974	1.0	0.0	Human	Human
64092000	64094000	0	0.78974	1.0	0.0	Human	Human
64094000	64096000	0	0.78974	1.0	0.0	Human	Human
64096000	64098000	0	0.78974	1.0	0.0	Human	Human
64098000	64100000	0	0.78974	1.0	0.0	Human	Human
64100000	64102000	0	0.78974	1.0	0.0	Human	Human
64102000	64104000	0	0.78974	1.0	0.0	Human	Human
64104000	64106000	0	0.78974	1.0	0.0	Human	Human
64106000	64108000	0	0.78974	1.0	0.0	Human	Human
64108000	64110000	0	0.78974	1.0	0.0	Human	Human
64110000	64112000	0	0.78974	1.0	0.0	Human	Human
64112000	64114000	0	0.78974	1.0	0.0	Human	Human
64114000	64116000	0	0.78974	1.0	0.0	Human	Human
64116000	64118000	0	0.78974	1.0	0.0	Human	Human
64118000	64120000	0	0.78974	1.0	0.0	Human	Human
64120000	64122000	0	0.78974	1.0	0.0	Human	Human
64122000	64124000	0	0.78974	1.0	0.0	Human	Human
64124000	64126000	0	0.78974	1.0	0.0	Human	Human
64126000	64128000	0	0.78974	1.0	0.0	Human	Human
64128000	64130000	0	0.78974	1.0	0.0	Human	Human
64130000	64132000	0	0.78974	1.0	0.0	Human	Human
64132000	64134000	0	0.78974	1.0	0.0	Human	Human
64134000	64136000	0	0.78974	1.0	0.0	Human	Human
64136000	64138000	0	0.78974	1.0	0.0	Human	Human
64138000	64140000	0	0.78974	1.0	0.0	Human	Human
64140000	64142000	0	0.78974	1.0	0.0	Human	Human
64142000	64144000	0	0.78974	1.0	0.0	Human	Human
64144000	64146000	0	0.78974	1.0	0.0	Human	Human
64146000	64148000	0	0.78974	1.0	0.0	Human	Human
64148000	64150000	0	0.78974	1.0	0.0	Human	Human
64150000	64152000	0	0.78974	1.0	0.0	Human	Human
64152000	64154000	0	0.78974	1.0	0.0	Human	Human
64154000	64156000	0	0.78974	1.0	0.0	Human	Human
64156000	64158000	0	0.78974	1.0	0.0	Human	Human
64158000	64160000	0	0.78974	1.0	0.0	Human	Human
64160000	64162000	0	0.78974	1.0	0.0	Human	Human
64162000	64164000	0	0.78974	1.0	0.0	Human	Human
64164000	64166000	0	0.78974	1.0	0.0	Human	Human
64166000	64168000	0	0.78974	1.0	0.0	Human	Human
64168000	64170000	0	0.78974	1.0	0.0	Human	Human
64170000	64172000	0	0.78974	1.0	0.0	Human	Human
64172000	64174000	0	0.78974	1.0	0.0	Human	Human
64174000	64176000	0	0.78974	1.0	0.0	Human	Human
64176000	64178000	0	0.78974	1.0	0.0	Human	Human
64178000	64180000	0	0.78974	1.0	0.0	Human	Human
64180000	64182000	0	0.78974	1.0	0.0	Human	Human
64182000	64184000	0	0.78974	1.0	0.0	Human	Human
64184000	64186000	0	0.78974	1.0	0.0	Human	Human
64186000	64188000	0	0.78974	1.0	0.0	Human	Human
64188000	64190000	0	0.78974	1.0	0.0	Human	Human
64190000	64192000	0	0.78974	1.0	0.0	Human	Human
64192000	64194000	0	0.78974	1.0	0.0	Human	Human
64194000	64196000	0	0.78974	1.0	0.0	Human	Human
64196000	64198000	0	0.78974	1.0	0.0	Human	Human
64198000	64200000	0	0.78974	1.0	0.0	Human	Human
64200000	64202000	0	0.78974	1.0	0.0	Human	Human
64202000	64204000	0	0.78974	1.0	0.0	Human	Human
64204000	64206000	0	0.78974	1.0	0.0	Human	Human
64206000	64208000	0	0.78974	1.0	0.0	Human	Human
64208000	64210000	0	0.78974	1.0	0.0	Human	Human
64210000	64212000	0	0.78974	1.0	0.0	Human	Human
64212000	64214000	0	0.78974	1.0	0.0	Human	Human
64214000	64216000	0	0.78974	1.0	0.0	Human	Human
64216000	64218000	0	0.78974	1.0	0.0	Human	Human
64218000	64220000	0	0.78974	1.0	0.0	Human	Human
64220000	64222000	0	0.78974	1.0	0.0	Human	Human
64222000	64224000	0	0.78974	1.0	0.0	Human	Human
64224000	64226000	7	0.78974	0.0	1.0	Archaic	Archaic
64226000	64228000	0	0.78974	1.0	0.0	Human	Human
64228000	64230000	0	0.78974	1.0	0.0	Human	Human
64230000	64232000	0	0.78974	1.0	0.0	Human	Human
64232000	64234000	0	0.78974	1.0	0.0	Human	Human
64234000	64236000	0	0.78974	1.0	0.0	Human	Human
64236000	64238000	0	0.78974	1.0	0.0	Human	Human
64238000	64240000	0	0.78974	1.0	0.0	Human	Human
64240000	64242000	0	0.78974	1.0	0.0	Human	Human
64242000	64244000	0	0.78974	1.0	0.0	Human	Human
64244000	64246000	0	0.78974	1.0	0.0	Human	Human
64246000	64248000	0	0.78974	1.0	0.0	Human	Human
64248000	64250000	0	0.78974	1.0	0.0	Human	Human
64250000	64252000	0	0.78974	1.0	0.0	Human	Human
64252000	64254000	0	0.78974	1.0	0.0	Human	Human
64254000	64256000	0	0.78974	1.0	0.0	Human	Human
64256000	64258000	0	0.78974	1.0	0.0	Human	Human
64258000	64260000	0	0.78974	1.0	0.0	Human	Human
64260000	64262000	0	0.78974	1.0	0.0	Human	Human
64262000	64264000	0	0.78974	1.0	0.0	Human	Human
64264000	64266000	0	0.78974	1.0	0.0	Human	Human
64266000	64268000	0	0.78974	1.0	0.0	Human	Human
64268000	64270000	0	0.78974	1.0	0.0	Human	Human
64270000	64272000	0	0.78974	1.0	0.0	Human	Human
64272000	64274000	0	0.78974	1.0	0.0	Human	Human
64274000	64276000	0	0.78974	1.0	0.0	Human	Human
64276000	64278000	0	0.78974	1.0	0.0	Human	Human
64278000	64280000	0	0.78974	1.0	0.0	Human	Human
64280000	64282000	0	0.78974	1.0	0.0	Human	Human
64282000	64284000	0	0.78974	1.0	0.0	Human	Human
64284000	64286000	0	0.78974	1.0	0.0	Human	Human
64286000	64288000	0	0.78974	1.0	0.0	Human	Human
64288000	64290000	0	0.78974	1.0	0.0	Human	Human
64290000	64292000	0	0.78974	1.0	0.0	Human	Human
64292000	64294000	0	0.78974	1.0	0.0	Human	Human
64294000	64296000	0	0.78974	1.0	0.0	Human	Human
64296000	64298000	0	0.78974	1.0	0.0	Human	Human
64298000	64300000	0	0.78974	1.0	0.0	Human	Human
64300000	64302000	0	0.78974	1.0	0.0	Human	Human
64302000	64304000	0	0.78974	1.0	0.0	Human	Human
64304000	64306000	0	0.78974	1.0	0.0	Human	Human
64306000	64308000	0	0.78974	1.0	0.0	Human	Human
64308000	64310000	0	0.78974	1.0	0.0	Human	Human
64310000	64312000	0	0.78974	1.0	0.0	Human	Human
64312000	64314000	0	0.78974	1.0	0.0	Human	Human
64314000	64316000	0	0.78974	1.0	0.0	Human	Human
64316000	64318000	0	0.78974	1.0	0.0	Human	Human
64318000	64320000	0	0.78974	1.0	0.0	Human	Human
64320000	64322000	0	0.78974	1.0	0.0	Human	Human
64322000	64324000	0	0.78974	1.0	0.0	Human	Human
64324000	64326000	0	0.78974	1.0	0.0	Human	Human
64326000	64328000	0	0.78974	1.0	0.0	Human	Human
64328000	64330000	0	0.78974	1.0	0.0	Human	Human
64330000	64332000	0	0.78974	1.0	0.0	Human	Human
64332000	64334000	0	0.78974	1.0	0.0	Human	Human
64334000	64336000	0	0.78974	1.0	0.0	Human	Human
64336000	64338000	0	0.78974	1.0	0.0	Human	Human
64338000	64340000	0	0.78974	1.0	0.0	Human	Human
64340000	64342000	0	0.78974	1.0	0.0	Human	Human
64342000	64344000	0	0.78974	1.0	0.0	Human	Human
64344000	64346000	0	0.78974	1.0	0.0	Human	Human
64346000	64348000	0	0.78974	1.0	0.0	Human	Human
64348000	64350000	0	0.78974	1.0	0.0	Human	Human
64350000	64352000	0	0.78974	1.0	0.0	Human	Human
64352000	64354000	0	0.78974	1.0	0.0	Human	Human
64354000	64356000	0	0.78974	1.0	0.0	Human	Human
64356000	64358000	0	0.78974	1.0	0.0	Human	Human
64358000	64360000	0	0.78974	1.0	0.0	Human	Human
64360000	64362000	0	0.78974	1.0	0.0	Human	Human
64362000	64364000	0	0.78974	1.0	0.0	Human	Human
64364000	64366000	0	0.78974	1.0	0.0	Human	Human
64366000	64368000	0	0.78974	1.0	0.0	Human	Human
64368000	64370000	0	0.78974	1.0	0.0	Human	Human
64370000	64372000	0	0.78974	1.0	0.0	Human	Human
64372000	64374000	0	0.78974	1.0	0.0	Human	Human
64374000	64376000	0	0.78974	1.0	0.0	Human	Human
64376000	64378000	0	0.78974	1.0	0.0	Human	Human
64378000	64380000	0	0.78974	1.0	0.0	Human	Human
64380000	64382000	0	0.78974	1.0	0.0	Human	Human
64382000	64384000	0	0.78974	1.0	0.0	Human	Human
64384000	64386000	0	0.78974	1.0	0.0	Human	Human
64386000	64388000	0	0.78974	1.0	0.0	Human	Human
64388000	64390000	0	0.78974	1.0	0.0	Human	Human
64390000	64392000	0	0.78974	1.0	0.0	Human	Human
64392000	64394000	0	0.78974	1.0	0.0	Human	Human
64394000	64396000	0	0.78974	1.0	0.0	Human	Human
64396000	64398000	0	0.78974	1.0	0.0	Human	Human
64398000	64400000	0	0.78974	1.0	0.0	Human	Human
64400000	64402000	0	0.78974	1.0	0.0	Human	Human
64402000	64404000	0	0.78974	1.0	0.0	Human	Human
64404000	64406000	0	0.78974	1.0	0.0	Human	Human
64406000	64408000	0	0.78974	1.0	0.0	Human	Human
64408000	64410000	0	0.78974	1.0	0.0	Human	Human
64410000	64412000	0	0.78974	1.0	0.0	Human	Human
64412000	64414000	0	0.78974	1.0	0.0	Human	Human
64414000	64416000	0	0.78974	1.0	0.0	Human	Human
64416000	64418000	0	0.78974	1.0	0.0	Human	Human
64418000	64420000	0	0.78974	1.0	0.0	Human	Human
64420000	64422000	0	0.78974	1.0	0.0	Human	Human
64422000	64424000	0	0.78974	1.0	0.0	Human	Human
64424000	64426000	0	0.78974	1.0	0.0	Human	Human
64426000	64428000	0	0.78974	1.0	0.0	Human	Human
64428000	64430000	0	0.78974	1.0	0.0	Human	Human
64430000	64432000	0	0.78974	1.0	0.0	Human	Human
64432000	64434000	0	0.78974	1.0	0.0	Human	Human
64434000	64436000	0	0.78974	1.0	0.0	Human	Human
64436000	64438000	0	0.78974	1.0	0.0	Human	Human
64438000	64440000	0	0.78974	1.0	0.0	Human	Human
64440000	64442000	0	0.78974	1.0	0.0	Human	Human
64442000	64444000	0	0.78974	1.0	0.0	Human	Human
64444000	64446000	0	0.78974	1.0	0.0	Human	Human
64446000	64448000	0	0.78974	1.0	0.0	Human	Human
64448000	64450000	0	0.78974	1.0	0.0	Human	Human
64450000	64452000	0	0.78974	1.0	0.0	Human	Human
64452000	64454000	0	0.78974	1.0	0.0	Human	Human
64454000	64456000	0	0.78974	1.0	0.0	Human	Human
64456000	64458000	0	0.78974	1.0	0.0	Human	Human
64458000	64460000	0	0.78974	1.0	0.0	Human	Human
64460000	64462000	0	0.78974	1.0	0.0	Human	Human
64462000	64464000	0	0.78974	1.0	0.0	Human	Human
64464000	64466000	0	0.78974	1.0	0.0	Human	Human
64466000	64468000	0	0.78974	1.0	0.0	Human	Human
64468000	64470000	0	0.78974	1.0	0.0	Human	Human
64470000	64472000	0	0.78974	1.0	0.0	Human	Human
64472000	64474000	0	0.78974	1.0	0.0	Human	Human
64474000	64476000	0	0.78974	1.0	0.0	Human	Human
64476000	64478000	0	0.78974	1.0	0.0	Human	Human
64478000	64480000	0	0.78974	1.0	0.0	Human	Human
64480000	64482000	0	0.78974	1.0	0.0	Human	Human
64482000	64484000	0	0.78974	1.0	0.0	Human	Human
64484000	64486000	0	0.78974	1.0	0.0	Human	Human
64486000	64488000	0	0.78974	1.0	0.0	Human	Human
64488000	64490000	0	0.78974	1.0	0.0	Human	Human
64490000	64492000	0	0.78974	1.0	0.0	Human	Human
64492000	64494000	0	0.78974	1.0	0.0	Human	Human
64494000	64496000	0	0.78974	1.0	0.0	Human	Human
64496000	64498000	0	0.78974	1.0	0.0	Human	Human
64498000	64500000	0	0.78974	1.0	0.0	Human	Human
64500000	64502000	0	0.78974	1.0	0.0	Human	Human
64502000	64504000	0	0.78974	1.0	0.0	Human	Human
64504000	64506000	0	0.78974	1.0	0.0	Human	Human
64506000	64508000	0	0.78974	1.0	0.0	Human	Human
64508000	64510000	0	0.78974	1.0	0.0	Human	Human
64510000	64512000	0	0.78974	1.0	0.0	Human	Human
64512000	64514000	0	0.78974	1.0	0.0	Human	Human
64514000	64516000	0	0.78974	1.0	0.0	Human	Human
64516000	64518000	0	0.78974	1.0	0.0	Human	Human
64518000	64520000	0	0.78974	1.0	0.0	Human	Human
64520000	64522000	0	0.78974	1.0	0.0	Human	Human
64522000	64524000	0	0.78974	1.0	0.0	Human	Human
64524000	64526000	0	0.78974	1.0	0.0	Human	Human
64526000	64528000	0	0.78974	1.0	0.0	Human	Human
64528000	64530000	0	0.78974	1.0	0.0	Human	Human
64530000	64532000	0	0.78974	1.0	0.0	Human	Human
64532000	64534000	0	0.78974	1.0	0.0	Human	Human
64534000	64536000	0	0.78974	1.0	0.0	Human	Human
64536000	64538000	0	0.78974	1.0	0.0	Human	Human
64538000	64540000	0	0.78974	1.0	0.0	Human	Human
64540000	64542000	0	0.78974	1.0	0.0	Human	Human
64542000	64544000	0	0.78974	1.0	0.0	Human	Human
64544000	64546000	0	0.78974	1.0	0.0	Human	Human
64546000	64548000	0	0.78974	1.0	0.0	Human	Human
64548000	64550000	0	0.78974	1.0	0.0	Human	Human
64550000	64552000	0	0.78974	1.0	0.0	Human	Human
64552000	64554000	0	0.78974	1.0	0.0	Human	Human
64554000	64556000	0	0.78974	1.0	0.0	Human	Human
64556000	64558000	0	0.78974	1.0	0.0	Human	Human
64558000	64560000	0	0.78974	1.0	0.0	Human	Human
64560000	64562000	0	0.78974	1.0	0.0	Human	Human
64562000	64564000	0	0.78974	1.0	0.0	Human	Human
64564000	64566000	0	0.78974	1.0	0.0	Human	Human
64566000	64568000	0	0.78974	1.0	0.0	Human	Human
64568000	64570000	0	0.78974	1.0	0.0	Human	Human
64570000	64572000	0	0.78974	1.0	0.0	Human	Human
64572000	64574000	0	0.78974	1.0	0.0	Human	Human
64574000	64576000	0	0.78974	1.0	0.0	Human	Human
64576000	64578000	0	0.78974	1.0	0.0	Human	Human
64578000	64580000	0	0.78974	1.0	0.0	Human	Human
64580000	64582000	0	0.78974	1.0	0.0	Human	Human
64582000	64584000	0	0.78974	1.0	0.0	Human	Human
64584000	64586000	0	0.78974	1.0	0.0	Human	Human
64586000	64588000	0	0.78974	1.0	0.0	Human	Human
64588000	64590000	0	0.78974	1.0	0.0	Human	Human
64590000	64592000	0	0.78974	1.0	0.0	Human	Human
64592000	64594000	0	0.78974	1.0	0.0	Human	Human
64594000	64596000	0	0.78974	1.0	0.0	Human	Human
64596000	64598000	0	0.78974	1.0	0.0	Human	Human
64598000	64600000	0	0.78974	1.0	0.0	Human	Human
64600000	64602000	0	0.78974	1.0	0.0	Human	Human
64602000	64604000	0	0.78974	1.0	0.0	Human	Human
64604000	64606000	0	0.78974	1.0	0.0	Human	Human
64606000	64608000	0	0.78974	1.0	0.0	Human	Human
64608000	64610000	0	0.78974	1.0	0.0	Human	Human
64610000	64612000	0	0.78974	1.0	0.0	Human	Human
64612000	64614000	0	0.78974	1.0	0.0	Human	Human
64614000	64616000	0	0.78974	1.0	0.0	Human	Human
64616000	64618000	0	0.78974	1.0	0.0	Human	Human
64618000	64620000	0	0.78974	1.0	0.0	Human	Human
64620000	64622000	0	0.78974	1.0	0.0	Human	Human
64622000	64624000	0	0.78974	1.0	0.0	Human	Human
64624000	64626000	0	0.78974	1.0	0.0	Human	Human
64626000	64628000	0	0.78974	1.0	0.0	Human	Human
64628000	64630000	0	0.78974	1.0	0.0	Human	Human
64630000	64632000	0	0.78974	1.0	0.0	Human	Human
64632000	64634000	0	0.78974	1.0	0.0	Human	Human
64634000	64636000	21	0.78974	0.0	1.0	Archaic	Archaic
64636000	64638000	0	0.78974	1.0	0.0	Human	Human
64638000	64640000	0	0.78974	1.0	0.0	Human	Human
64640000	64642000	0	0.78974	1.0	0.0	Human	Human
64642000	64644000	0	0.78974	1.0	0.0	Human	Human
64644000	64646000	0	0.78974	1.0	0.0	Human	Human
64646000	64648000	0	0.78974	1.0	0.0	Human	Human
64648000	64650000	0	0.78974	1.0	0.0	Human	Human
64650000	64652000	0	0.78974	1.0	0.0	Human	Human
64652000	64654000	0	0.78974	1.0	0.0	Human	Human
64654000	64656000	0	0.78974	1.0	0.0	Human	Human
64656000	64658000	0	0.78974	1.0	0.0	Human	Human
64658000	64660000	0	0.78974	1.0	0.0	Human	Human
64660000	64662000	0	0.78974	1.0	0.0	Human	Human
64662000	64664000	0	0.78974	1.0	0.0	Human	Human
64664000	64666000	0	0.78974	1.0	0.0	Human	Human
64666000	64668000	0	0.78974	1.0	0.0	Human	Human
64668000	64670000	0	0.78974	1.0	0.0	Human	Human
64670000	64672000	0	0.78974	1.0	0.0	Human	Human
64672000	64674000	0	0.78974	1.0	0.0	Human	Human
64674000	64676000	0	0.78974	1.0	0.0	Human	Human
64676000	64678000	0	0.78974	1.0	0.0	Human	Human
64678000	64680000	0	0.78974	1.0	0.0	Human	Human
64680000	64682000	0	0.78974	1.0	0.0	Human	Human
64682000	64684000	0	0.78974	1.0	0.0	Human	Human
64684000	64686000	0	0.78974	1.0	0.0	Human	Human
64686000	64688000	0	0.78974	1.0	0.0	Human	Human
64688000	64690000	0	0.78974	1.0	0.0	Human	Human
64690000	64692000	0	0.78974	1.0	0.0	Human	Human
64692000	64694000	0	0.78974	1.0	0.0	Human	Human
64694000	64696000	0	0.78974	1.0	0.0	Human	Human
64696000	64698000	0	0.78974	1.0	0.0	Human	Human
64698000	64700000	0	0.78974	1.0	0.0	Human	Human
64700000	64702000	0	0.78974	1.0	0.0	Human	Human
64702000	64704000	0	0.78974	1.0	0.0	Human	Human
64704000	64706000	0	0.78974	1.0	0.0	Human	Human
64706000	64708000	0	0.78974	1.0	0.0	Human	Human
64708000	64710000	23	0.78974	0.0	1.0	Archaic	Archaic
64710000	64712000	0	0.78974	1.0	0.0	Human	Human
64712000	64714000	54	0.78974	0.0	1.0	Archaic	Archaic
64714000	64716000	68	0.78974	0.0	1.0	Archaic	Archaic
64716000	64718000	55	0.78974	0.0	1.0	Archaic	Archaic
64718000	64720000	0	0.78974	1.0	0.0	Human	Human
64720000	64722000	0	0.78974	1.0	0.0	Human	Human
64722000	64724000	1	0.78974	1.0	0.0	Human	Human
64724000	64726000	106	0.78974	0.7087	0.2913	Human	Human
64726000	64728000	21	0.78974	0.0	1.0	Archaic	Archaic
64728000	64730000	66	0.78974	0.0	1.0	Archaic	Archaic
64730000	64732000	65	0.78974	0.0	1.0	Archaic	Archaic
64732000	64734000	0	0.78974	1.0	0.0	Human	Human
64734000	64736000	0	0.78974	1.0	0.0	Human	Human
64736000	64738000	0	0.78974	1.0	0.0	Human	Human
64738000	64740000	21	0.78974	0.0	1.0	Archaic	Archaic
64740000	64742000	23	0.78974	0.0	1.0	Archaic	Archaic
64742000	64744000	0	0.78974	1.0	0.0	Human	Human
64744000	64746000	0	0.78974	1.0	0.0	Human	Human
64746000	64748000	0	0.78974	1.0	0.0	Human	Human
64748000	64750000	0	0.78974	1.0	0.0	Human	Human
64750000	64752000	0	0.78974	1.0	0.0	Human	Human
64752000	64754000	0	0.78974	1.0	0.0	Human	Human
64754000	64756000	0	0.78974	1.0	0.0	Human	Human
64756000	64758000	0	0.78974	1.0	0.0	Human	Human
64758000	64760000	0	0.78974	1.0	0.0	Human	Human
64760000	64762000	0	0.78974	1.0	0.0	Human	Human
64762000	64764000	0	0.78974	1.0	0.0	Human	Human
64764000	64766000	0	0.78974	1.0	0.0	Human	Human
64766000	64768000	0	0.78974	1.0	0.0	Human	Human
64768000	64770000	0	0.78974	1.0	0.0	Human	Human
64770000	64772000	0	0.78974	1.0	0.0	Human	Human
64772000	64774000	0	0.78974	1.0	0.0	Human	Human
64774000	64776000	0	0.78974	1.0	0.0	Human	Human
64776000	64778000	0	0.78974	1.0	0.0	Human	Human
64778000	64780000	0	0.78974	1.0	0.0	Human	Human
64780000	64782000	0	0.78974	1.0	0.0	Human	Human
